"X1","X2","X3","X4","X5","Y"
0.370149288683424,-1.6661460766228,1.43739286333575,1.48059715473369,0.520501710624125,1.37099985568489
0.540015437352683,-1.39397983004057,3.35987573870335,2.16006174941073,-0.328118994083448,-4.48054068554864
-1.28919139713967,1.03312069446623,2.08043698832366,-5.15676558855869,-0.915278738914464,-4.65691828735943
0.926869161668712,-1.40520795784911,3.18734997973955,3.70747664667485,1.17867443143109,2.10248496287649
0.566519012130552,0.952660254683105,0.0512568537841177,2.26607604852221,-3.18126361174916,-3.22014573452043
1.54105417890767,-2.59305457746999,-3.17050417343819,6.16421671563068,4.02155632190463,17.1537095399055
-2.44466684621685,-0.638041793556901,-2.4301840713862,-9.7786673848674,-3.9354467569415,-6.66348364749376
-0.463263136502886,-1.66348810257169,-0.586384367318714,-1.85305254601155,-3.14123768647038,-4.44812329413092
-0.0917091728253258,-3.10484277074309,1.6949896551009,-0.366836691301303,-1.31543579438493,-3.31254897508339
-0.944767149505137,-1.07499931096161,2.5125740412205,-3.77906859802055,0.0356933251827748,-2.57304967042822
-0.986895429357898,0.307526521075558,-0.401322389604399,-3.94758171743159,-0.175149117181909,0.451662817120437
-0.77814127025278,-0.273939030259205,-1.47693779402153,-3.11256508101112,2.47329448205784,7.92348734487105
-0.402356728868199,0.100721215152314,2.70838741420917,-1.60942691547279,2.93976011208418,4.25490506408695
-0.192130313488498,-0.327710213841522,4.74147652861978,-0.768521253953991,-0.0986028161481134,-4.62853241245863
-0.940688686194391,-1.90659669995636,1.1056382006145,-3.76275474477756,1.89640046351856,3.03826929957558
-4.04230098165303,-1.7656562343172,-0.863884724267726,-2.05150941088516,-4.09091251587712,-6.07659087016045
-2.01609055190329,-4.42152307276427,-0.246979155693139,-8.06436220761317,-4.33231060186862,-9.87867786719973
-0.426236571493387,-2.45217453939315,2.44870088069196,-1.70494628597355,6.0772568460246,10.9571053751925
0.43120340382635,1.9095500327413,3.24613619759761,1.7248136153054,0.709395665880173,0.00290182208279147
-1.1336777793405,-1.3545377377847,0.0541581460353011,-4.53471111736202,-4.28986352752268,-8.76932457985845
1.46454100131663,-0.0205578508072257,2.08393249528303,5.85816400526651,1.70200631602312,5.39865347336295
0.700641892584428,-0.941551785145277,-0.95662530822257,2.80256757033771,-1.7354188027685,0.867212047661618
0.477341214676896,-0.983186716666486,1.66637383309696,1.90936485870758,0.908914936369524,2.82606905353797
1.39269976364699,-1.64532060310665,-0.279959462625557,5.57079905458797,-3.32369073881899,-2.68497460587814
0.516873066823214,1.21645735723608,-0.976911626852977,2.06749226729286,2.09202238808782,8.43655031992426
0.567511160496696,0.376801184594211,2.85004261188228,2.27004464198678,4.15502918410394,8.19422817461934
-2.03343015542589,-1.43058515355301,3.18875242327718,-8.13372062170357,0.796766388918567,-3.32864180318703
-1.11955191949794,-0.361864775469839,5.39563070130551,-4.47820767799178,-0.681306833241093,-7.85717975091078
-1.86021533810333,-1.04158104204184,-1.50833929299523,-7.4408613524133,-1.77640121035223,-2.92818635324384
0.2986021284871,1.16641138121758,0.468735426222936,1.1944085139484,-2.63535191338476,-3.72784136007375
-0.260931556030133,-0.705068411807921,0.444200598467426,-1.04372622412053,-2.85797911958382,-4.74904130329319
1.34745299986484,2.23969492228738,1.40821194063438,5.38981199945934,-0.672991310956849,0.642125739322814
-0.727071956477588,1.75834348683883,-0.685253288755489,-2.90828782591035,0.187168299438615,2.34195737500622
-2.8450813359816,-0.931473338284989,-1.68040857808473,-11.3803253439264,1.67623102543652,3.23237002672732
-0.896883209925234,0.389008043429381,3.16471590068813,-3.58753283970093,-1.89982395138005,-7.04380846907718
-0.861703578891308,-0.553190606787068,-1.40199215482328,-3.44681431556523,-1.97153385793677,5.47105524684558
2.3454345195208,-2.33915849024218,1.41664464301975,9.38173807808321,-2.22262688811882,-0.500278479275045
-0.950605576971011,-0.98670804218519,0.590492844444162,-3.80242230788404,-1.0454961919763,-2.80342152067058
